left_skid,right_skid,cosine_similarity,left_name
7792781,2777891,0.7001704049790721,vdaD a1l class III md
17435009,19919758,0.7014988007875328,A02l_a1l
9747418,4127707,0.7019641181630338,PPLV - 2 Left (maybe PVL014c)
4386719,12036009,0.7025079766563134,A06f_a1l (Saaghi-2)
5778133,21590958,0.7025299901760594,BLP34 posterior ventral ipsilateral neuron left
19166349,13167730,0.7026291154892528,BAla12 ascending 1 left
14642308,7076835,0.7029630238156461,ldaB class III a1l
2816457,2619565,0.7040291006800382,A00c_a5l
4715415,8371225,0.7044924831150237,A02k Pseudolooper-1_a1l 
5744058,4128002,0.7047800370679672,neuron 5744058 left
16045758,10684539,0.7050861512322305,BLP12 claw 2 left
19054481,17351780,0.7050872776807801,output to SEZ left
17814107,10167116,0.705135742891145,BAla34 ventral cluster 4 left
17108278,9051500,0.7057566238010097,BPL local 6 left
3946432,2935173,0.7059499750997041,WS: from olfactory to Hugin interneuron left
16863538,20443362,0.7071067811865475,BLP34 descending 2 left
7801255,7628068,0.7072288016413326,v'ch a1l
15096548,13841523,0.7093913775145144,BLAv12_lat pointer 2 left
16492104,10617840,0.7105710244396756,lowercase-h left
15995929,15506094,0.7108082839337686,AN-L-Sens-B2-ACp-20
4990880,10053304,0.7117722693049056,A05k_a1l
16303262,7627878,0.7131079302628286,v'td_a1l 
5904833,5297998,0.7131090399094105,A03a5_a1l
10492185,13124815,0.7139399447554086,vdaA_a1l (class II)
17927604,11605567,0.7140669375396592,DS noci_sibling_left
17484564,17335266,0.7142857142857143,DPMl_ant_dor tall left
7439909,15531033,0.7142857142857143,AN-L-Sens-B2-ACp-03
17340955,15605297,0.7147641039465098,DALcl12 v d 4 L
7876385,8198957,0.7147859229869555,A08e1_a1l 
7058243,15478720,0.7151711660684906,DALcm12 r 11-21-13 neuron left hemisphere 3; DALcm12 L v ap 5
6623089,17897230,0.7159252601207755,BLAv12 ipsi 2 left
10382824,17297936,0.7159323679247229,DPMpl12 fork left
3797420,5558724,0.7174264101865813,Input to both Munin PC 3 left- paired with #5558724
11146422,19276024,0.718181135859237,suckerfish-like 1 (left) 
18934019,15609885,0.7184942026035109,MN-L-Sens-B2-ACp-17
17729410,9161929,0.7190853006605283,BLVa34 small ipsi 1 left
2511238,3093284,0.7200822263431017,A00c_a4l
2123422,2784471,0.720482543537174,hook-1_a1l
12366640,17897298,0.7209840939145,BLV hook 1 left
10054666,16330265,0.721403889599657,A19x a1l
17087885,17324711,0.7214226084632483,DNs-1_left
7782409,7683669,0.7218680950896089,Drunken-4 a1l
4595609,19120853,0.7230720928813871,pCC a1l
10021175,12292579,0.7234762542894508,A18l_a1l
17359101,865151,0.723779944200227,BAmas12 midline neuron 2 left
8423405,11137808,0.7237975867040922,UE: down pOLP&PVL09_left
7865696,8252067,0.7238638343790775,1a PN left
16068602,7636333,0.7242859683401482,v'esA or v'esB or v'es2[1][2]_a1l (pair 2)
16409132,17896997,0.725845681579738,BLDc LH left
5186443,4346154,0.7274180980875621,DALcm12 L m ant lat 1 left
12960217,6280151,0.7276456893185165,ddaD_a1l (class I)
18418512,17435371,0.7276922165694667,A06l_a1l (Saaghi-1)
20343986,2881070,0.7288550931431301,BLDc A00c pointer left
11625573,18545747,0.7289706914930614,HAS SOMAL neuron 11625574
7130033,5996485,0.7290191967088315,Brain into VNC
4983938,12336493,0.7293090309954153,Columbus of GPhN left
16311532,12529994,0.7293322910368908,vesC_a1l_
10929797,8198913,0.7306022065881115,VLEL4_a1l
12073881,12253020,0.7320027105200803,MN-L-Sens-B2-ACp-16
15770904,15543394,0.7320806841102906,AN-L-Sens-B1-AVa-24
9503414,13950464,0.7327151618329515,midline projection neuron in the brain_PI 
4409374,4234559,0.7355007853387177,CM13 lat 3_left
10209260,17437719,0.7356715933592924,AE_left
3041612,3074106,0.7362177189987279,A09a a1l Basin-2
12667895,17425996,0.7362701178553513,Hairbrush_left 
9976875,8257688,0.7367343932367154,A27p a1l
5760480,4127096,0.7367553128731911,BLP34 descending 5 left
11195708,13968203,0.7377738147757518,KS LN 4b left
16474159,9291437,0.7378766160471026,DPMpm2 2 left
6299908,10247731,0.738136153841544,A23k_a1l
15715643,16341399,0.7382277778986807,MN-L-Sens-B2-ACp-04
3915835,5638694,0.7385934664897364,v'td_a3l
17420035,8705088,0.7388685948612616,PDL1_left
12199095,17435678,0.7391794545943635,"neuron 12199096 upstr sog, oct left"
11639192,10059655,0.7401025323403008,contra-vine 2 left
6207232,4096366,0.7402742438813834,Drunken-1 a1l
4260935,3756659,0.7403866634440166,PN Only Connects To Togethers Left
12121795,11788830,0.7406780194917787,BAlc_post I left
10918898,4228105,0.7407881590783649,ML_left
13380660,14517691,0.7408134972320355,ginkgo 1 left
7873135,8245692,0.7408418216403782,42b PN left
4637677,17913185,0.7412704045351516,PPLV-1 left
12367568,12884490,0.7417607129148054,BLVa_t ascending 1 left
12789813,16405545,0.7418733290156359,Tomato Vine_left
17729973,10870424,0.742229301804196,CPd contralateral 1 left
1100936,4789092,0.7426282350104794,A01j_a1l
12617396,3844799,0.7429665815064322,L left (PN to LH)
14241490,16924423,0.743099902431727,Commissure neuron left
18485293,17647621,0.7434032876193007,CM4 descending left
7025831,5782947,0.7445104872552669,DALcm12 v ap 1 left
12478620,16318521,0.7450405598508814,neuron 12478621 left
14034311,5976168,0.7454838283921406,DPMl b 1 loSM left
11719626,20278329,0.7457793292227963,BLP12 spaghetti left; dpn_left_1304_2
14437742,3806652,0.7464008799642115,spruce left
4279887,10293348,0.7469854484793188,Chong left
14818307,3932136,0.7476518281709037,AF7: C Shaped left
17464168,8641784,0.7482813945861924,BLP12 local descending twig 1 left
6330796,12244514,0.7482902531471745,A19b a1l
11782821,3913613,0.7495182463866868,Horseshoe Bilateral Left
12262910,5738449,0.7509249031821044,W_left
3795424,11291344,0.7515452619299595,v'td_a5l (Abdominal Sensory)
17140424,9753530,0.7518728525878983,BH ; Descending 2; CP1 v 2_left
15983225,15587166,0.753558825001295,AN-L-Sens-B1-AVa-34
9447255,16295025,0.7543548491782996,US1: Claw_left
4280992,17346787,0.75466193662835,v'esA or v'esB or v'es2[1][2] or unk es?_a1l (pair 5)
18566501,15588389,0.7551715532085008,ASB B1 left 9
1400725,15561413,0.755247601992081,AN-L-Sens-B1-ACa-12
16676038,13645610,0.7559997689863354,DPMl Skis left
10382686,16100103,0.7560789765738701,MS: CM4 bc 2 ant lat left
8755914,8741619,0.756119171775027,peptidergic with docked vesicles_left
10958210,17671375,0.7568754564320899,F14: PVL005 - 1 Left?
10804041,7683401,0.7568960262112033,Griddle-2 a1l
13331383,4725907,0.7572392315743769,A07f2_a1l (marathon) 
14999928,4591713,0.7573914814956851,LAL bilateral coordination left
12498338,3913629,0.7574341412302479,Projection from LH 1_left
15488316,8540770,0.7575422804297893,contralateral in brain like A01 left
3414508,3498479,0.7583094454449684,contra-vine left
2438653,10627239,0.7584340658217934,MB2IN-162 left; PDLr
11079069,10986253,0.7584902769523174,UNK ipsilateral 2 left
4966994,16578252,0.7586388843260642,CM13 bilateral 3 left
11144258,9800178,0.7593843336990768,SNeuron CPLd left _former: Death grip left
7394271,8231264,0.7595709081503563,choosy 1 left
4324567,15732509,0.7596304700641651,Lure-1 left
16545179,14501257,0.7602333591295772,Lure-3 left
15723479,15640548,0.7613643335131796,MN-L-Sens-B3-AVp-02
9594273,16934932,0.7613807299002349,UNK contralateral 1 left
11986594,6218461,0.7626800894779019,I of GPhN left (ipsilateral PN to LH)
16630941,5835799,0.7631643179691416,KC22
5865628,10287315,0.763795157918161,DALv1 contralateral 3 left
9236708,9212816,0.7639739517949595,IO; down_oct_left
3060480,17380080,0.764925631500834,DPLl Gnarly left
7783764,10053734,0.7649847816856634,vdaC_a1l (class II)
13095126,10492059,0.76569364164189,A31f_a1l?
15673925,15615776,0.7661261190482236,MN-L-Sens-B2-ACpl-03
17110189,6182848,0.7664630008169795,DALcl12 vv 1 left
12468812,4102844,0.7664771623906308,A09l_a1l (Down-and-back-1)
15998218,16341966,0.7666177728540594,AN-L-Sens-B2-ACp-08
10140573,18144322,0.7666199494707508,A07x1_a1l
7790597,7746883,0.766778499302627,vchA/B a1l
2966602,12704069,0.7670112474677839,K ; DPLam med _left
17237305,14948339,0.7674502525908076,IT_left
5358138,4978454,0.7690027635340355,A19l_a1l
7845346,8245513,0.769425034746815,63a PN left
3814701,9761454,0.7698548330402938,densecoreneuron_left
16385470,18098174,0.7706544333333836,Tel-ipsigoro_left
16561660,13652117,0.77066294212721,DPMl_ant_ven descending-like left
15586914,16176721,0.7706746355884523,BLVp1 hook 2 left
17933822,3163105,0.770692881374541,BLVa12 tripartite left
15590793,17378548,0.7708687846369002,DL-LH_cand9 like left
16444544,8981761,0.771183149042702,DPLc_post_med-2_left
16848497,9798791,0.77138441656096,Basal Tel-like 9 left
17360010,15638906,0.771829463496128,DPLal 3 L
16547297,15589738,0.772258210956889,BAmv12 splitter 1 left
8399890,4651929,0.773345400646701,94a & 94b PN left
8809171,18187865,0.7734830586629828,lasso-top 3 left
11073313,16347476,0.7742580054306176,DPM splitter left
19395500,8559525,0.7744666660202657,Downstream Downstream A00c left
8265467,5297622,0.7752961935329213,A26i_a1l
16361363,13953184,0.7757049004399934,DAMd23 bilateral left
7916593,8256186,0.7757218109557342,30a PN left
15577444,5656152,0.7759550496941726,neuron 15577445
16547287,5167842,0.7765232360771676,BAmv12 looper 3 left
17448356,13675374,0.77659427594026,BAla34 ven 1 d left
13818467,17813001,0.776660194809196,DPMl12 loopy left
7992966,14858626,0.776990008124954,A02e_a1l
17732071,18909888,0.7771192051974222,DPLal medial left -FORCED
11353332,10908551,0.7775943632388914,neuron1 (not VLEL)_a1l
14338439,8805777,0.7780275551118467,BLDc A00c pointer 2 left
12293334,13405613,0.7784105109922278,inner bridge 1 left
15431408,16714214,0.7792605343688483,pacman-2? left
3044500,6317793,0.779695951006145,DPLc1 Descending L
14461238,18292832,0.7797074145690528,US2: BLP12 b 4_left
15741865,6290724,0.7799493409731157,C ; DALcl12 L d 2_left
16415910,9116228,0.7806525140386092,WQ_left
8884212,19143114,0.7811138814879569,Scimitar left
11841664,5856647,0.781765285429856,BL 3 ; CM13 lat 2_left
10355356,5898284,0.7822016023984224,CMb 3 varic around loVP; CM13 med 7 left
19045334,9585036,0.7829368574270528,LH_sibling 67 like left
17358864,13842372,0.7831873877693873,BAmd2 contralateral descending 2 left
5322337,6219781,0.7832942708747158,Maxillary Nerve LN 2 left
2379544,10681487,0.7833594694857112,BLP12 claw 1 left
9589146,7503199,0.7842331061425394,mPN iACT C1 left
10090269,15290335,0.7844702984921196,A27e(2)_a1l
12390459,19989037,0.7845502668981301,BAla12 big axon left
15612283,8912726,0.7849674137405831,BK: DALcl12 v d 19_left
12809152,12873722,0.7852326993646467,A31d_a1l
10682660,16856539,0.7857538158331809,BL4_left
11333054,17884299,0.7860518830231411,Gustatory PN left
15524629,15736398,0.7861144841026919,BK1;DALcl12 v d 20_left
17513284,17361566,0.7866887857897467,BLAv12 1 left
2439150,11851588,0.7868343190693811,inner bridge 2 left
15608953,15632120,0.7868695645301861,"MB2IN-162/163 like left; Bilateral above BPL, DS BTL4_left"
9524538,11946903,0.7869910029407433,M1 ; Left
12273754,17654624,0.7871277400752292,MIXED bilateral 2 left
7515491,11279244,0.7880172812257679,49a PN left
14981128,9039416,0.7880648494075797,ni loopy left
17732311,5995125,0.788492846568306,DPMl a 3 DPPT left
10982951,8697453,0.7885898416482012,Basal Tel-like 3 left
8142831,17655000,0.7887130157373117,BLP12 bilateral horseshoe 2 left
15722867,9609048,0.7887500706914289,KC82
5870071,4144377,0.7888889740861853,DALv23 L LAL #2 counterpart left
19017854,19037563,0.7891941488258793,v'td_vnc_a4l
17728730,17629213,0.7900054983334966,lasso-top 2 left
15997645,15592696,0.7902653259242342,AN-L-Sens-B2-ACp-14
1427012,15547732,0.7905694150420947,AN-L-Sens-B1-AVa-32
6494382,2963280,0.7910201906022648,try5thLN_sibling 35 left
17176808,17176819,0.7917872286500716,Same Line as Looping left 
7924478,12787696,0.792054342898699,A01b2_a1l 
5755261,2846555,0.792394753968942,BLP34 lateral left
16087799,2775707,0.792765983802061,LN4;left
16544712,5730322,0.7934957555284795,BAmv12 fork left)
6535161,5690362,0.7943029613843778,A10a_a1l Chair-1
3622234,3420915,0.7946148808785861,SOG into Brain contralaterally left - paired with #3420915
16795838,16795524,0.7948951907615752,mPN iACT bilateral UPPER left
14071613,4411542,0.7951295491808024,T1 ; DALcl12 d 4_left
13313410,16586265,0.7960509115353221,BAla34 ventral cluster 3 left
2979675,7422253,0.7967558779772186,DPLam Talon 1 left
3882998,11261332,0.7968931921468037,CP contra to SEZ left; MB1: incomplete neuron with soma
10273060,11982072,0.7971395975375719,A03d?_a1l
12704772,12683525,0.7983963975649941,A03a3_a1l (pre dMNs) 
17165286,13046847,0.7986182041264157,DPLm ant lat 1_left
10223572,10398171,0.7989154100686124,A27h_a1l
17777981,16685117,0.7993442391871632,SLR_left
14797760,15679639,0.7994056217448312,above BPL toward anterior Left
16686371,15431795,0.7997654604910819,SLS_left
19091995,18302931,0.8001088657554198,UNK horseshoe 3 left
4665186,17671219,0.8002753369194313,PVM_42a_LH_left
13988443,8539175,0.8003703986823988,TT ;  BAmd1 v r _Kathak_left
17728695,10367190,0.8004759679830181,BAlp_ant ascending left
9083312,14077179,0.8006435225590232,MBE34-like_left; Left Handlebar?
16348875,15601640,0.8007373780856695,SLT_left
9423829,9057043,0.8008293222725541,BY_left
10017944,16913476,0.8015709128424802,WI; CM4 dor ant 10 to LAL_left
16141217,13722516,0.8017701934082948,BLAv12 2 left
2797480,13713529,0.8022091167949157,DPLc_post_med descending left
11928389,13775274,0.8026641699440152,Jaam-3_a1l (HMD3 (A12 c3))
8031834,7686464,0.8027241937809104,lch5-3 a1l
16630479,17012001,0.8028286678276894,BLAvm bilateral neuron 1 left
6298455,6193472,0.8029936101582063,AA: DALcl12 d_left
16100461,8711574,0.8031754179019522,T2: BLAv1 3 _sibling_left
17360254,4393350,0.8032741236882648,AB left; DALv1 L Lineage - Downstream A00c
7025064,8161142,0.8038737607178253,DALcm12 L v ap 2_left
9612903,17535542,0.8039156001520333,DALv contra #1 neuron 9612904 left
15810983,6699205,0.8039549624988915,MBE30 left
16906721,5590611,0.8039977681052937,BAmas12_dor ascending 1 left
21220994,8229118,0.8044324143024538,Basal Tel-like 1 left
2910892,2885630,0.8045105179380286,UNK triple branch left
12389097,15674269,0.8050042130969227,neuron 12389098
14329745,19786464,0.8051557193136613,BP 1 ; Left
15689373,15588691,0.8062749453034741,MN-L-Sens-B2-ACp-12
9480916,9077224,0.8069278298015832,ni contralateral 3 left
18566361,16471422,0.8075325756152187,BS ; Left
10797407,14760757,0.807878939367131,Bike Bars left
4728865,4541716,0.8079280048038561,A03a1_a1l (pre dMNs) 
10100020,1868538,0.8079689977565796,CP4 8 left
17732085,8698941,0.808276695214294,DPLal 3 1 neuron left
7865652,8248631,0.8084210964719776,22c PN left
6704232,8559607,0.808551742142647,KC54
17110024,9037152,0.8085995080826246,DALcl12 r vv 8 = 1 or 5
7313896,8135412,0.8087641033752612,SEZ FFN left
7852250,8247451,0.8095342528416782,45a PN left
15716934,15746421,0.8096320683199033,MN-L-Sens-B2-ACpl-02 (Awesome MN sensory 1)
12839441,17125520,0.8097507794232266,LH bilateral axon 5_left
14333371,2932028,0.8100927145677651,AF:uptoLN2 sibling 35_left
9940382,8124177,0.8102355313420152,pOLP;left
7763691,7694722,0.8106584264500482,lch5-5 a1l
5681132,7574701,0.8106891184967251,DE: CPe 1_left
9064208,5934511,0.8110090821697005,BL ; CM13 med 4_left
13028455,4142619,0.811196874412808,DALv23 LAL 3 left
5745110,4127926,0.8116199869946013,BLP34 bilateral 2 left
17244655,17360593,0.8120321172196081,AF3 left
17962513,8842220,0.8124732686360745,BLAd lat 1 neuron 8842221_sibling left **MISSING DENDRITE**
8167696,7429933,0.8125510664771071,DPLam Talon 2 left
5959820,8943485,0.8140781226851591,BLVa34 local neuron left
16435325,8995807,0.8142294985885355,BAla34 ascending 4 left
11286854,8942413,0.8144797069187519,BLVa34 hook left
8993049,17867309,0.8146232542912842,CZ_left
15674262,15556081,0.8148145567384663,MN-L-Sens-B2-ACp-11 (Olfactory Gustatory connector 2)
17105977,8970595,0.8153527839559555,BLVp1 local left
17354392,15636958,0.8154214313860818,MB2IN-161 left
10581624,13564607,0.8162309239885555,DPMm1_1_left - ipsi cross-layer CC
15676016,3058132,0.8164846528241639,DPlal simple bilateral 2 left
15974183,15662776,0.8164965809277261,DALcl12 v d 1 left
17728922,9234420,0.8177166080535382,BLAv12 ring-like left
7056904,17176927,0.8179960305527443,KU: DALcm12 L m ant lat 6_left
6494274,13986583,0.8183245208931339,LH to pseudo bridges_left
10323628,8370111,0.8187940453543832,Pre-ipsigoro-2_left
17804729,11050498,0.8198915917499228,BLVp1 bilateral 6 left
13206239,8847957,0.8200064545108681,Bridge II_left
3736500,16621864,0.8208854514664318,ginkgo 2 left
14450919,18220289,0.8209604605306347,DPLp_left
16433696,19132527,0.8215782352310821,BLAl_I-X 2 left
12871993,4884579,0.8222391408971259,MBE1b left
17177103,17177115,0.8228028698986039,neuron 17177104
16445338,16350988,0.8229234868042713,IK; Loopy_left
14891367,5771934,0.8237376839455061,BAmd1 d_left
16428373,5369028,0.8238119561550415,DPLc post med 1 left
4542822,4478328,0.824653246571948,A06x1_a1l
13004884,15199830,0.8248778624359699,A02a- looper-1_a1l
9971209,8812078,0.8249397131471228,MIXED crinkled left; Down to Multi PNs
17352824,13137623,0.8256538382709966,DPlal Small 1 left
4785242,2935198,0.826347221131499,AF3 thermo 3rd left
15998817,15530882,0.8263687371251283,AN-L-Sens-B2-ACp-12
15997807,15398807,0.8263705505968281,AN-L-Sens-B2-ACp-16
10702736,14206030,0.826610898799729,AQ ;  DPMpm2_1_left
8203947,17952967,0.8266686426407999,PDM1 left
17975547,15018449,0.8270308392598057,UNK crinkled left
12873914,17077342,0.8271796603375776,A27e_a1l
12476851,16070049,0.8276220698160719,TR ; Down_pvl09_left
12299805,7422595,0.827624645161563,DALl1 5 left
14723506,17850822,0.8279959508227664,BAlp4 ascending 4 left
10317031,2504517,0.828730632656057,CM13 horseshoe 2 left
16693923,17654967,0.8288219688005122,BLP12 hook 1 left
4206755,7124156,0.828990870687613,A10f-like a1l
18425292,4070588,0.8295122329346848,A18b2_a1l
16485518,9621307,0.8296590866341838,BLDc descending 2 left
16630264,5836163,0.8300229546829434,KC25
15716094,15589362,0.8300603904912907,MN-L-Sens-B2-ACp-05
17300165,9848760,0.830539863080104,AR ; Putative MBE; CP4 1_left
19017386,8127390,0.8307550473821133,down_oct1_left
2612527,4391978,0.8309307224068202,mPN iACT C2 left
5688091,5038920,0.8311527250867009,MBE - Input of Hugin RG Candidates left 1 - paired with #5038920
17729088,9637388,0.8312832040828035,Tel-like 3; BLVp1 7? left
17732076,17378475,0.8313509474083958,DPlal Small 3 left
16631114,9556700,0.8319482320709867,KC78?
9409359,3913620,0.8322933977579645,T5; offPVL09_3_large_left
11934261,15633329,0.8325966400271188,DPlal ipsilateral 1 left
7934159,4124563,0.8328912384371085,A27n_a1l
8078096,4514494,0.8330560918131605,BG ; Baso-anterior target neuron #2 MB PN_left
8419064,14493979,0.833128933252201,vbd_a1l_
9792178,2920061,0.8331432233929983,DPLc_ant_lat bilateral left
15998469,16341507,0.8336935241658158,AN-L-Sens-B2-ACp-05
9481869,14762026,0.833913791172252,DALl1 11 left
5033480,5700090,0.8344951757353775,Partner 27
8704079,16735586,0.8345130186399227,mPN iACT B3 left
5762666,17777259,0.8346747792207478,n_down pOLP&PVL09-2 left
15541971,5734134,0.835000327383467,BAmd1 bilateral left
8025665,6190181,0.835294905517038,DALcl contralateral 1 left; DALcl r vv 10 left
17359133,869360,0.8353372756786172,SEZ cup left
18267838,4173633,0.8355005185834061,DALv23 LAL 5 left
17729161,8313802,0.8357092790855754,BLDc descending 4 left
9238937,9103732,0.8359464102643974,DA_left
3946364,6133702,0.8360669607394373,AF6: Munin Output left
11687072,18425189,0.8360796171499414,CPb pointer 1 left
9567051,9539868,0.8366260898333214,PVL09 left
16283590,17588623,0.8368564534373149,not MB2IN-159
10523825,17455871,0.8369272672840178,BLVp bonsai left
15825892,3765728,0.8372353764643395,UNK bridge left
13966828,3707204,0.8372436020143995,Magic wand left (AF11)
15587533,11029851,0.8373459367146674,BLVp1 bilateral 2 left
8349454,1591351,0.8379442494138901,GB: left
15588620,7594047,0.8382480113906982,BF ; F3 pair; CP4 2_left
16444548,7807684,0.8382636985527073,crab-1 left
5093516,4023881,0.8387172324625961,AN-L-Sens-B3-ACal-04 (Non-ORN 2)
11193510,3930411,0.8388302272576154,Ruler Like Neuron left
16547268,15732485,0.8396234885898516,BAmv12 looper 1 left
12736001,15155348,0.8397822097303648,BAlp_ant Y neuron left
15718981,1591270,0.8401588759829087,Nag left
13258642,17071666,0.8406205211625014,A26f_a1l
5671303,8696919,0.8406510999883742,DPlal crinkled 1 left
4113533,4936149,0.8408228193989145,A01c1_a1l
5712849,3166836,0.8418799823976721,BLVa ascending 1 left
16058860,11813287,0.842084073068205,KC100
14046464,14046472,0.8421583918056791,A12b?_a1l
15690093,15615042,0.8421953180743333,MN-L-Sens-B2-ACp-09
11009492,17304269,0.8421999106275748,DPMpl12 tall 1 left
17732031,11081239,0.8422925847679364,AF: DPLal BPL-to-medial_left
15997983,15434200,0.8425608199604727,AN-L-Sens-B2-ACp-06
10400440,18264509,0.8428256222883822,Fragment with soma left
8509534,16515871,0.8429640488323378,mPN cobra left
4379508,3794023,0.8431036308298601,Output of Hugin left
5963873,4101621,0.8432214165127617,AF2: PDLl2_left_sibling 35
17047087,7431625,0.8432280052260148,S2: DPLam r 5_left 
9062992,8792477,0.8432495347449608,BL1 ; CM13 lat 1_left
9207332,8305958,0.8436604825664703,like thermo AP left
16799939,15676571,0.8437691152492024,DPLp 1 left
14586769,19048289,0.8439016570676572,BAla34 brush left 
16544485,17937123,0.8440683447432162,ASB LH Interneuron left 
7168356,11714576,0.8449449217883368,Weird PN to LH left
8700125,7897051,0.8449463075800417,GlulOLP;left
16445073,15481779,0.8449484824094936,offPVL09d_left; DPLc
16342197,12031406,0.8450328331590106,DPLc4_5_left (PB to LAL)
15716701,15556868,0.8450552505026511,MN-L-Sens-B2-ACp-02
17360014,9698907,0.8451928930010915,DPlal ipsilateral 2 left
13370624,14756440,0.8460797207055277,DALv1 bilateral 1 left
7855607,14829351,0.8461742843357548,A14a2/c?_a1l
5474852,17591442,0.846256019174785,RQ1: 3rd - thermo orders _left
2988292,19046339,0.8463045077045175,Two-headed cobra left
16950115,6609380,0.8463248851278306,DP: DALcm12 v p 24_left
14638686,11891098,0.8464101595433434,BAla34 bilateral 4 left
3486867,5478818,0.8467251962719055,130729_SFO Cand 42a-42b_OSN_IN1 left
5080991,10959064,0.8469276733469299,BAla34 Ipsilateral Hook left
6011278,9288827,0.8470957755970897,DPLm1 contralateral 1 left
4324479,19950281,0.8472599471624468,seahorse left
16490014,1141813,0.8474640706057065,BLVa34 local hook left
8052161,4152272,0.8480612518503015,DALv23 L subMB 1 or 2_left
21136945,17654638,0.8481797727769772,MIXED bilateral left
15717426,8810739,0.8484034505149345,MN-L-Sens-B2-AVp-02
1679034,14374534,0.8486953514586223,UNK brain ascending left
12820178,14866379,0.8492968354105928,A02h_a1l
16595001,21591033,0.849307895001037,BLP12 local descending twig 2 left
10238739,5893912,0.8494294963097034,CM13 hook 1 left; CMa 7 to loVP; CM13 lat 7_left
17360070,15656826,0.8498497912339907,DPlal simple bilateral 5 left
17165621,9422291,0.8499052172976903,Basal Tel-like 7 left
12325227,9507904,0.8500125827400774,Smash_left
14621584,17355864,0.8501057341678889,BAla34 bilateral 3 left
8216541,4541081,0.8508039979135223,BAmas12_dor center output 2 left
16547252,13003574,0.8509131115824122,BAmv12 spearhead left
5768240,1805418,0.8511548624321199,BLP post ven neuron 1 left
17096642,16751955,0.8513098777641097,Dumbo_left
8215466,5392778,0.8513748089715032,A12(A03a6c?_a1l)_t3l
9961098,4311241,0.8516012441171658,CM Contra to LAL #1; CM4 dor ant 3 to LAL left
7198338,8245869,0.8516763570647865,24a PN left
11671564,15522777,0.8517370412327799,AN-L-Sens-B2-ACp-21
16431065,17587710,0.8520231716635197,BAla34 large span neuron left
3820148,2920554,0.852236049940769,cpld-- downtoDN1 left
17383431,9532295,0.8525957380520338,BAlp_ant ascending dendrite left
16288872,15639171,0.8527491337104882,MN-L-Sens-B3-ACp-02
16501652,10877689,0.8528580701652121,BLVa12 local-like left; ASB TODO A2 left 5
19268007,13411394,0.8530566380408909,DPMm1 horseshoe 1 left
15717935,3123905,0.8531392051759373,MN-L-Sens-B3-ACpl-07
2369444,10119916,0.8531602304953075,Z: contra_left 
16985194,15068806,0.8532417870143306,ASB TODO No Soma; Gap Crossing Attempt; left
15680043,15680292,0.8534047359147989,BLVp12 sickle 4 left - missing dendrite
16992171,17356024,0.8535213976918473,BAla12_34 neuron left
14319185,8565131,0.853798403380447,Nest_left
17360404,4390116,0.8539864924534399,DALv23 LAL 1 left; L LAL #7 counterpart
14995061,16629886,0.8541706335273445,BLAvm bilateral neuron 3 left
9408003,6061068,0.8543395436401692,AF1 left
7092086,4876704,0.8544204824109377,PN in Olfactory Bundle 1 left
9061235,13836327,0.8545156095010558,BO ; BAmd2 ven desc 7_left
10875625,4067286,0.8548875675004991,SLP2_left
16961482,10403609,0.8550055454548937,DALv1 contralateral 2 left
16468935,10781924,0.8550871353825972,gate1_left
9015745,9583435,0.8553069732266896,NI? left_former:Left Mid
13718916,15673454,0.8553173399247294,DALcl12 v d 2 left
12299621,8034919,0.8554115097442306,AV ; DPLc ant lat 1_left
7843730,8140109,0.8562285252186228,74a PN left
19929273,20479959,0.8567262635110395,BLP34 looper 1 left
3157405,8752697,0.8570516943575923,AN: DPMlp Lar_left
5084467,16226512,0.8573491950394346,A01c2_a1l (ipsi_dendrite)
17086412,17362538,0.8574509570073662,BLVa_t ascending medial 1 left
16345627,16671014,0.8575769709873742,UNK contralateral 2 left
15525711,9068346,0.8576249973972323,DALcl12 vv 12 left
4636432,9808146,0.8577326832071431,AF13: 3rd-order Thermo (possible PVL005 )4 Left
8293958,3869488,0.8577474146917816,Suckerfish PN left
15468308,17330632,0.8578464247174364,To Complete with soma left
17813457,17083341,0.8578579472191211,neuron 17813458 left
11067379,4393049,0.8578594914861871,non-olfactory PN left
9237370,3726990,0.8579584757959523,DPLm1 contralateral 2 left
7582412,2776773,0.8580012970558721,3rd Thermo Left - ADL022
15669682,17658672,0.8580375761020785,BLVp1 hook 3 left
16039470,4241192,0.8581680639589887,KC14
7388340,15606239,0.8583491726580978,BLAl_l-X left
4354933,14604028,0.8586375560279189,85c PN left
15525794,9069084,0.8586959016959979,DALcl contralateral 2 left; DALcl r vv 2 left
11018254,15480928,0.8590468201161107,G ; 4th order Thermo (Stops Halfway); DALcm12 L m ant lat 10_left
14434314,13369670,0.8590945596055547,S1: neuron left
3054101,3199456,0.859102055727029,MN-L-Sens-B3-ACp-04
16340998,8007556,0.8592836659113069,oct1_left
4117305,16720240,0.8593090634509508,KC72
8480221,4324898,0.8595021671977933,mPN seahorse left
7982896,8177199,0.8595162782127321,SP2-1;left
8700125,8480418,0.8597804601472374,OLP4;right
12424328,16457812,0.8598475706073955,Gustatory? PN left; PN from MN sensory left
13743125,17854345,0.8601214630900502,ASB B1 left
15512404,5786898,0.8602794799288656,DALcm12-v forked left; DALcm12 L v ap 6_left
17280216,4337398,0.8603067546384434,DALv23 L subMB 1 or 2_left
8838927,17107661,0.8609045492053568,neuron 8838928
